Tenure Months,Total Charges,Churn Value,Churn Score,CLTV,Geo Cluster,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_encoded
41,2154,1,67,5814,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
34,1972,1,68,5458,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0
42,4092,1,52,4227,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0
61,4956,1,59,5171,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1
63,3319,1,70,5605,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
60,1050,1,68,5053,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0
38,2346,1,57,5582,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
19,1518,1,80,5875,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
55,1669,1,65,4131,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1
25,1570,1,62,3186,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
68,2229,1,68,5963,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
55,1533,1,57,5709,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0
24,270,1,57,2360,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
59,3434,1,48,3871,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0
72,2503,1,66,3189,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1
41,2927,1,55,3509,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0
69,267,1,47,5160,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
35,2868,0,68,4126,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0
57,2732,0,80,5494,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1
67,297,0,49,3849,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
39,1323,0,73,5408,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
22,1790,0,47,4616,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1
40,446,0,54,5569,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0
75,196,0,63,5908,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
36,261,0,47,3739,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
28,1413,0,56,4894,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
70,2870,0,62,4171,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0
72,485,0,47,4240,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
21,2193,0,53,4077,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
51,576,0,61,5752,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0
57,3573,0,76,5356,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
19,4947,0,62,4013,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
35,3928,0,47,5106,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
67,3400,0,70,4352,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0
64,2200,0,51,2446,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
42,4669,0,55,4768,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
71,3595,0,71,3836,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
64,4482,0,40,2304,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0
49,4699,0,63,5403,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1
20,3305,0,44,5427,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
56,2270,0,69,3803,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0
25,2540,0,53,5192,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
36,278,0,44,4423,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
38,4849,0,57,3777,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
47,509,0,44,4991,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
35,4491,0,47,4778,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
22,3482,0,41,3448,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
26,2358,0,74,3605,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
41,1810,0,68,2543,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1
26,3599,0,69,3627,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
41,2280,0,78,2247,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
74,4926,0,54,3962,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
15,1434,0,66,3294,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
60,1545,0,60,4441,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1
53,4460,0,51,5850,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
43,2546,0,75,3992,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0
31,4062,0,52,2433,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0
53,3439,0,42,2766,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
67,1787,0,73,2980,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
15,1273,0,40,2757,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0
68,2508,0,71,3641,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
54,1328,0,49,4372,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0
42,1978,0,60,4650,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
17,4604,0,66,5557,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0
48,2858,0,46,4844,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
25,1471,0,64,3576,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1
60,4591,0,63,3958,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1
17,1995,0,66,2281,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0
33,4788,0,44,4838,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
75,1988,0,47,3087,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
19,3831,0,75,3083,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
39,4570,0,47,4814,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0
45,913,0,58,5228,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0
49,3000,0,40,4852,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
42,1522,0,45,3679,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1
36,4159,0,50,3523,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
65,1367,0,54,4318,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
64,1887,0,62,5583,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1
66,723,0,68,2202,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0
70,4190,0,62,5024,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
42,1158,0,58,5091,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
21,1706,0,40,5765,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
43,413,0,80,3686,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1
34,1745,0,78,4384,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1
73,2328,0,56,4658,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
26,4478,0,56,3581,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
25,2042,0,65,2500,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
20,479,0,58,2768,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
49,4940,0,74,4252,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
16,499,0,54,3291,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1
22,3509,0,76,4312,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
20,2639,0,47,3661,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1
50,213,0,58,2553,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0
68,3944,0,46,2236,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
65,1872,0,61,3149,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1
44,1726,0,60,2804,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0
51,2973,0,61,2779,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
26,3797,0,48,4810,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1
29,2939,0,73,4780,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1
40,3928,0,75,5937,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
58,1609,0,52,5003,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0
19,1168,0,68,4472,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0
29,1981,0,67,3844,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1
37,2424,0,72,2314,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
38,280,0,47,2561,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
26,4037,0,42,2911,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
49,2120,0,50,3699,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
18,1552,0,79,2467,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
46,4411,0,80,5149,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
62,4886,0,59,2801,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1
45,716,0,64,5033,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0
43,659,0,40,5492,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
63,1527,0,51,2981,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
58,2646,0,43,3554,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0
45,2528,0,79,2250,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
26,4162,0,52,3007,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1
35,1943,0,48,3109,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
27,374,0,58,4289,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1
53,4849,0,66,3535,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
52,3831,0,54,3852,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
37,2123,0,75,5019,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1
32,3759,0,69,3413,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1
48,3040,0,40,3985,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0
60,2162,0,60,2576,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
68,175,0,45,2652,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
40,3917,0,61,3237,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0
66,1638,0,65,4745,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
34,2554,0,45,5984,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1
22,639,0,44,3798,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
23,462,0,66,2685,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
58,2916,0,59,5088,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
69,155,0,47,3145,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
17,1795,0,80,2539,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44,2936,0,80,5752,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0
68,3690,0,77,5015,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0
45,1878,0,54,4776,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
46,3735,0,79,4074,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
42,4813,0,66,4927,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
37,4098,0,44,5499,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
64,2927,0,72,2556,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
49,1028,0,54,5148,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
66,465,0,52,4517,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0
24,3295,0,48,4707,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
49,4396,0,62,2598,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0
57,838,0,73,2678,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
60,4645,0,69,2779,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1
15,3834,0,55,4683,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
63,1460,0,50,4711,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
31,3278,0,64,4967,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
37,2413,0,75,3472,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
39,1282,0,66,3072,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
42,3198,0,62,5651,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
35,1303,0,70,4192,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
66,1419,0,48,4499,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1
46,4288,0,42,4363,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
59,697,0,64,4479,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0
33,4836,0,58,4742,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1
36,3318,0,68,4255,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
41,4367,0,59,4626,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1
21,4054,0,68,4089,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
15,2998,0,55,2946,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
66,3353,0,79,5476,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0
38,4278,0,62,5425,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0
74,4254,0,55,5415,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
63,4058,0,62,2609,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1
40,1774,0,70,3967,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1
71,1623,0,54,2968,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0
45,1619,0,68,4784,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0
32,1425,0,49,3110,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
32,2850,0,76,3083,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
49,1767,0,49,4875,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
69,254,0,44,5258,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
44,4822,0,68,2243,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
23,4478,0,72,2813,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1
71,3659,0,56,2266,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
67,755,0,49,5854,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1
32,4926,0,43,2686,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
55,4593,0,78,5729,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
74,3013,0,44,2954,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0
50,335,0,59,5578,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
72,1722,0,77,2728,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1
36,2575,0,72,4355,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
39,4261,0,80,5154,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
50,2887,0,80,3941,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
35,3239,0,42,4131,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1
28,3099,0,56,5419,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
65,3943,0,49,5169,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
29,1028,0,55,3072,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
66,2243,0,78,5192,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0
54,4707,0,77,2329,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
37,1088,0,66,3373,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
73,1629,0,70,5490,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1
35,4208,0,66,4756,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
42,2521,0,52,4222,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1
71,3956,0,70,2833,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
65,1011,0,66,2722,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1
74,3599,0,75,2513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,3677,0,43,5565,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
33,3229,0,71,5940,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
68,1685,0,48,3323,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
33,3250,0,54,3621,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
51,1625,0,41,2250,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
43,3510,0,45,4912,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
60,3997,0,76,5492,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
69,1400,0,48,4396,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0
60,2847,0,46,5457,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
15,1507,0,74,4184,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
63,4628,0,59,4143,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
15,424,0,54,3803,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
56,402,0,56,2303,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
21,2094,0,62,3761,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
65,4856,0,48,2518,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
38,2640,0,42,2840,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0
68,2700,0,74,4628,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
30,646,0,43,3472,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1
61,1250,0,40,4358,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
68,2616,0,76,3149,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
48,2133,0,43,4020,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1
39,3569,0,75,5274,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1
28,2435,0,56,4017,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
26,4215,0,48,3473,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0
67,3528,0,56,2374,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
19,4911,0,42,5894,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
63,3187,0,59,2883,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
69,3567,0,40,3056,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
73,2054,0,79,4899,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1
45,509,0,50,3759,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
66,2030,0,52,5179,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
49,2135,0,68,5314,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1
41,4757,0,80,2369,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1
57,2559,0,72,5800,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1
68,4832,0,47,5916,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1
26,4079,0,45,5766,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
41,1678,0,61,3215,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0
38,3734,0,42,5970,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,3511,0,80,2765,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1
73,178,0,53,4659,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
51,3894,0,43,5833,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
62,873,0,44,3784,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
67,4774,0,46,4573,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
70,3270,0,66,4502,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
19,2827,0,79,5248,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
74,1401,0,72,4095,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1
17,3233,0,53,2642,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
29,1946,0,53,3314,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
25,2654,0,78,4413,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
72,923,0,42,4579,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
58,4824,0,46,5517,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
26,4351,0,77,5825,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
27,4945,0,42,5540,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0
25,2707,0,59,2282,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
41,1825,0,63,3158,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
59,1888,0,55,5253,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
26,2627,0,59,3023,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
45,1193,0,46,4361,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
48,2360,0,66,3005,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1
38,268,0,67,3976,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1
47,2182,0,43,5828,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1
55,1905,0,67,5894,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
38,1791,0,75,5975,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0
24,2709,0,40,5676,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
19,200,0,70,4072,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
70,1738,0,53,2618,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1
55,4247,0,48,3323,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
71,4515,0,52,4436,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0
33,2803,0,55,5173,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
42,3361,0,58,4277,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
74,3266,0,76,4743,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1
15,3538,0,50,3414,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1
70,4203,0,60,3228,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
67,3767,0,69,2210,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
70,2416,0,77,5243,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
72,343,0,76,2613,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1
36,1427,0,44,4624,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
19,3805,0,51,4868,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0
32,4534,0,66,5395,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
64,3411,0,50,5144,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1
62,2467,0,41,5963,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
61,2753,0,77,3958,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0
65,4768,0,80,5770,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
55,2950,0,65,5523,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
36,1882,0,62,2242,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0
45,285,0,41,4097,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0
29,581,0,76,5634,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1
41,766,0,46,2706,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
34,3005,0,41,2688,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
49,1374,0,40,3555,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
42,1461,0,61,4529,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
24,3777,0,73,5192,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
70,817,0,74,3958,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1
63,4047,0,48,5002,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1
54,2058,0,76,2544,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
19,1518,0,69,3978,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0
59,1914,0,46,3046,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
63,1068,0,51,3201,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
19,2517,0,79,4169,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
61,2543,0,44,3680,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1
19,2462,0,72,3035,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
75,2845,0,41,5705,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1
71,170,0,79,3309,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
71,1370,0,58,2531,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1
52,3446,0,59,2691,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1
24,1391,0,47,5993,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
38,4015,0,62,2395,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1
74,4317,0,44,5688,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
51,4381,0,55,5230,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
31,2379,0,57,5047,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0
63,1723,0,54,3611,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
72,845,0,44,4157,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
37,4273,0,78,5342,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
59,3146,0,73,2769,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1
25,493,0,42,5574,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1
64,2206,0,53,3958,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
67,3169,0,67,5467,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
68,3905,0,70,2464,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1
